2020-03-20 14:58:11.222 [main] INFO  com.qp.microservice.EurekaServer7001_App - The following profiles are active: test
2020-03-20 14:58:11.233 [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@1608bcbd: startup date [Fri Mar 20 14:58:11 CST 2020]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@3ce1e309
2020-03-20 14:58:11.960 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=8625f42a-2bb6-37db-b8f3-44761ec536a5
2020-03-20 14:58:11.979 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2020-03-20 14:58:12.067 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$51c9dc38] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-03-20 14:58:12.284 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 7001 (http)
2020-03-20 14:58:12.303 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-03-20 14:58:12.303 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31
2020-03-20 14:58:12.308 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
2020-03-20 14:58:12.308 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2020-03-20 14:58:12.309 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
